Id,Data,Nick,Pasek,Autor,Tytuł,Gatunek,Ocena
14464009,2015-09-25 09:18:19,uukasz8,niebieski,Stephen Hawking,Wszechświat w skorupce orzecha,popularnonaukowa,10
14463671,2015-09-25 08:12:50,salvador_w_dali,niebieski,Jonasson Jonas,"Stulatek, który wyskoczył przez okno i zniknął",komedia,6
14461995,2015-09-25 00:11:37,sortris,niebieski,Tomek Tomczyk aka Jason Hunt,THORN,Powieść,6
14458971,2015-09-24 20:37:23,erajwa,niebieski,Piotr C.,Pokolenie Ikea.,Literatura współczesna,5
14458971,2015-09-24 20:37:23,erajwa,niebieski,Piotr C.,Pokolenie Ikea. Kobiety,Literatura współczesna,1
14456693,2015-09-24 18:04:04,pestis,niebieski,Tracey West,Star Wars: Wojny Klonów. Zaginiony Legion- Wybierz Swoje Przeznaczenie.,fantastyka.,
14450423,2015-09-24 01:31:24,sortris,niebieski,Cormac McCarthy,Droga,"Powieść, postapokaliptyczna",7
14447565,2015-09-23 21:49:28,robertvu,niebieski,M. John Harrison,Viriconium,fantastyka,8
14442123,2015-09-23 15:06:51,szysztopf,niebieski,George R.R. Martin,Uczta dla wron. Cienie śmierci,Fantastyka,9
14442123,2015-09-23 15:06:51,szysztopf,niebieski,Antoine de Saint-Exupéry,Mały Książe,Nowela,10
14441427,2015-09-23 13:57:53,szaloneneutrino,niebieski,John Scalzi,The Human Division,SF,9
14441181,2015-09-23 13:30:12,chixi,różowy,Droga Królów,Brandon Sanderson,fantasy,10
14438539,2015-09-23 07:01:04,majorgross,niebieski,Stanisław Maria Jankowski,Karski. Raporty tajnego emisariusza,historyczna/biografia,7
14435323,2015-09-22 22:19:06,ialath,niebieski,Michel Houellebecq,Uległość,sc-fi,6
14430865,2015-09-22 18:25:57,Jegorow88,niebieski,Łukasz Czeszumski,Biały Szlak - reportaże że świata wojny kokainowej,Reportaż,8
14430371,2015-09-22 17:45:46,Vivec,,Joseph Conrad,Nostromo,Literatura piękna,9
14424721,2015-09-22 02:48:22,stefan1995,niebieski,Camilla Läckberg,Fabrykantka aniołków,thriller/sensacja/kryminał,5
14422175,2015-09-21 21:54:20,noszfuck,różowy,Zygmunt Miłoszewski,Bezcenny,"Literatura sensacyjna, kryminał, thriller",4
14419291,2015-09-21 18:10:23,chixi,różowy,Harlan Coben,Schronienie,thriller,4
14416445,2015-09-21 13:47:45,salvador_w_dali,niebieski,Janusz Wójcik,Wójt. Jedziemy z frajerami!,Autobiografia Sportowa,6
14403973,2015-09-20 14:50:08,SharpPython,niebieski,Stephen King,Gra Geralda,horror,
14401549,2015-09-20 10:42:18,pestis,niebieski,Tracey West,Star Wars: Wojny Klonów. Zaginiony Legion- Wybierz Swoje Przeznaczenie.,fantastyka.,
14400527,2015-09-20 04:32:13,Torak28,niebieski,Andy Weir,Marsjanin,Science-Fiction,6
14397887,2015-09-19 22:09:05,elekkapselek,różowy,John Marsden,Cienie,Literatura młodzieżowa,5
14394915,2015-09-19 17:56:47,martusiek,różowy,"Arthur C. Clarke, Ray Bradbury, Isaac Asimov, Terry Bisson, Ursula K. Le Guin, Poul Anderson, George",Arcydzieła. Najlepsze opowiadania science fiction stulecia,Science-fiction,10
14392259,2015-09-19 14:04:10,MlodyWedrowiec,niebieski,Tadeusz Boy-Żeleński,Marzenie i pysk,"Publicystyka, literatura piękna",8
14391623,2015-09-19 13:02:19,butterfly,różowy,Bernard Minier,Krąg,kryminał,5
14391553,2015-09-19 12:54:27,kacperke,niebieski,Dmitrij Głuchowski,Metro 2033,fantastyka postapokaliptyczna,9
14391405,2015-09-19 12:40:37,Nazin,niebieski,Andy Weir,Marsjanin,sci-fi,
14390869,2015-09-19 11:42:07,egocentryczka,różowy,Aleksandra Marinina,Złowroga pętla,Kryminal,9
14382707,2015-09-18 17:31:44,Runaway,różowy,John Steinbeck,Księżyc zaszedł,klasyka,7
14382627,2015-09-18 17:23:31,M.........a,różowy,John Grisham,Góra bezprawia,thriller prawniczy,8
14382519,2015-09-18 17:13:53,Runaway,różowy,Stephen King,Miasteczko Salem,horror,7
14378697,2015-09-18 13:05:45,thekes,różowy,Ryszard Kapuściński,Rwący nurt historii,Literatura faktu,5
14376925,2015-09-18 09:37:54,ostoja,niebieski,Brandon Sanderson,Droga królów,fantastyka,8
14374017,2015-09-17 23:04:50,ialath,niebieski,Joanna Chmielewska,Lesio,"komedia, satyra",6
14368159,2015-09-17 16:40:04,haussbrandt,niebieski,Peter Thiel,"Zero to One: Notes on Startups, or How to Build the Future",Biznes,9
14366345,2015-09-17 13:40:59,buking,niebieski,Jerzy Klechta,Inwazja na Grenadę,"historyczna, polityczna (1985 r.)",5
14365603,2015-09-17 12:33:20,thekes,różowy,Kingsley Amis,Zielony człowiek,literatura piękna,4
14363863,2015-09-17 09:08:54,M.......2,niebieski,Sun Tzu,Sztuka Wojnu,filozofia i etyka,6
14363537,2015-09-17 08:17:39,lukaschels,niebieski,Andrzej Ziemiański,Pomnik Cesarzowej Achai - Tom III,"fantastyka, fantasy, science fiction",10
14363503,2015-09-17 08:12:39,lukaschels,niebieski,Andrzej Ziemiański,Pomnik Cesarzowej Achai - Tom II,"fantastyka, fantasy, science fiction",9
14356273,2015-09-16 18:26:05,George_Stark,niebieski,Jerzy Kukuczka,Mój pionowy świat,"podróżnicza, wspomnienia",9
14355927,2015-09-16 17:58:52,Vivec,,Peter Swirski,"From Literature to Biterature: Lem, Turing, Darwin, and Explorations in Computer Literature, Philosophy of Mind, and Cultural Evolution",Literatura popularnonaukowa/spekulatywna,7
14355881,2015-09-16 17:52:58,ostoja,niebieski,"Marek Krajewski, Jerzy Kawecki",Umarli mają głos,literatura faktu,7
14350863,2015-09-16 09:14:07,uukasz8,niebieski,Stephen Hawking,Krótka historia czasu,Popularnonaukowa,10
14343383,2015-09-15 18:22:19,elekkapselek,różowy,Terry Pratchett,Kosiarz,fantasy,9
14342813,2015-09-15 17:27:58,Vivec,,Steven Brust,To Reign in Hell,Fantasy,3
14332125,2015-09-14 18:57:17,WolnoscRownoscBraterstwo,niebieski,Erich Remarque,Noc w Lizbonie,lit piękna,8
14332095,2015-09-14 18:55:54,BongoBong,niebieski,Henry Kissinger,O Chinach,,7
14331957,2015-09-14 18:43:40,DaintyBiberveldt,niebieski,Stieg Larsson,"Mężczyźni, którzy nienawidzą kobiet",Kryminał/Thriller,9
14324747,2015-09-14 00:16:37,Woojt92,niebieski,Wiktor Suworow,Matka diabła. Kulisy rządów Chruszczowa,publicystyka historyczna,8
14323407,2015-09-13 22:38:28,v....a,niebieski,Zbigniew Nienacki,"Ja, Dago Piastun",Fantastyka / historyczna,8
14319113,2015-09-13 17:40:24,Dziadekmietek,niebieski,Marek Krajewski,Erynie,kryminał,6
14316683,2015-09-13 13:52:12,felur,niebieski,Michel Houellebecq,Uległość,"powieść,proza",8
14315883,2015-09-13 12:33:50,Rajca,niebieski,John Brunner,Na fali szoku,s-f,8
14311581,2015-09-12 23:17:51,spinel,niebieski,Fiodor Dostojewski,Idiota,klasyka,8
14306125,2015-09-12 18:19:56,nuj-ip,niebieski,Cormac McCarthy,Droga,"Fantastyka, fantasy, science fiction",9
14305287,2015-09-12 17:25:04,yorar,niebieski,Simon R. Green,Błękitny księżyc część 1 & 2,fantastyka,
14302251,2015-09-12 13:59:12,szaloneneutrino,niebieski,John Scalzi,Zoe's Tale,SF,3
14302169,2015-09-12 13:54:51,erajwa,niebieski,Janusz A. Zajdel,Ten piękny dzień,Opowiadania sci-fi,5
14302169,2015-09-12 13:54:51,erajwa,niebieski,Stephen King,Przebudzenie,Thriller,8
14299577,2015-09-12 09:14:54,romek9313,niebieski,Janusz Andrzej Zajdel,Limes inferior,"fantastyka, fantasy, science fiction",8
14297015,2015-09-11 23:17:52,Kammil,niebieski,Andy Weir,Marsjanin,"Fantastyka, science fiction",6
14294037,2015-09-11 20:13:16,B.....n,niebieski,"Brandon Webb, John David Mann",Czerwony krąg,"Literatura faktu, Militaria i wojskowość",7
14293813,2015-09-11 19:55:23,haussbrandt,niebieski,Nick Hornby,Fever Pitch (Futbolowa gorączka),"Autobiografia, sportowa",7
14289877,2015-09-11 14:04:10,Nazin,niebieski,Vladimir Nabokov,Lolita,Obyczajowa,
14286789,2015-09-11 08:48:30,Tosiek14,niebieski,Stephen King,Pan Mercedes,Thriller,8
14284899,2015-09-11 00:14:26,noszfuck,różowy,Blake Crouch,Wayward Pines. Szum,"Literatura sensacyjna, kryminał, horror",7
14283353,2015-09-10 22:14:33,pitrek136,niebieski,Claire North,Pierwszych piętnaście żywotów Harry'ego Augusta,Fantastyka,
14282981,2015-09-10 21:50:06,ialath,niebieski,Haruki Murakami,Norwegian Wood,"społeczna, obyczajowa, ""okruchy z życia""",8
14282141,2015-09-10 20:55:34,pestis,niebieski,Tracey West,Star Wars: Wojny Klonów. Przygoda na Teth - Wybierz Swoje Przeznaczenie.,fantastyka.,
14281171,2015-09-10 19:47:35,s......9,niebieski,Herbert George Wells,Wojna światów,science fiction,5
14271497,2015-09-09 22:27:31,butterfly,różowy,Marek Wałkuski,Wałkowanie Ameryki,dokument?,3
14271497,2015-09-09 22:27:31,butterfly,różowy,Mariusz Zielke,Wyrok,sensacja,2
14271497,2015-09-09 22:27:31,butterfly,różowy,Harlan Coben,Jedyna szansa,sensacja,8
14271497,2015-09-09 22:27:31,butterfly,różowy,Harlan Coben,Sześć lat później,sensacja,7
14271497,2015-09-09 22:27:31,butterfly,różowy,Clive Cussler,Diabelskie wrota,przygodowa/akcja,7
14271497,2015-09-09 22:27:31,butterfly,różowy,Clive Cussler,Sztorm,przygodowa/akcja,7
14271497,2015-09-09 22:27:31,butterfly,różowy,Clive Cussler,Zamachowiec,przygodowa/akcja,7
14271497,2015-09-09 22:27:31,butterfly,różowy,Clive Cussler,Strzała Posejdona,przygodowa/akcja,8
14271497,2015-09-09 22:27:31,butterfly,różowy,Harlan Coben,Odnaleziony,sensacja,4
14271497,2015-09-09 22:27:31,butterfly,różowy,Halan Coben,Kilka sekund od śmierci,sensacja,4
14270951,2015-09-09 21:49:14,butterfly,różowy,Camilla Läckberg,Pogromca lwów,sensacja,6
14270951,2015-09-09 21:49:14,butterfly,różowy,Lee Child,Sprawa osobista,sensacja,8
14270951,2015-09-09 21:49:14,butterfly,różowy,David Morrell,Desperackie kroki,sensacja,9
14270951,2015-09-09 21:49:14,butterfly,różowy,Bernard Minier,Bielszy odcień śmierci,kryminał,6
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom 2,"Fantastyka, science fiction",9
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom 2,"Fantastyka, science fiction",7
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom 3,"Fantastyka, science fiction",9
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Jarosław Grzędowicz,Pan Lodowego Ogrodu - tom 4,"Fantastyka, science fiction",10
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Markus Heitz,Ritus,"Fantastyka, science fiction",7
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Simon Beckett,Wołanie grobu,"Thriller, sensacja, kryminał",9
14270689,2015-09-09 21:34:19,Pangur_Ban,niebieski,Simon Beckett,Szepty zmarłych,"Thriller, sensacja, kryminał",9
14268733,2015-09-09 19:27:49,kacperke,niebieski,"Artur Górski, Jarosław Sokołowski",Masa o porachunkach polskiej mafii,literatura faktu,7
14267257,2015-09-09 17:16:41,buking,niebieski,Alistair MacLean,Athabaska,sensacja,7
14266751,2015-09-09 16:30:02,faramka,różowy,Joanna Chmielewska,Lesio,thriller/sensacja/kryminał,10
14256905,2015-09-08 19:47:44,R...n,niebieski,Edmund Wnuk-Lipiński,"Wir pamięci (1979), Rozpad połowiczny (1988), Mord założycielski (1989).",science fiction / fantastyka socjologiczna,7
14256177,2015-09-08 18:50:19,kacperke,niebieski,"Artur Górski, Jarosław Sokołowski",Masa o pieniadzach polskiej mafii,literatura faktu,7
14255263,2015-09-08 17:27:19,Vivec,,Orson Scott Card,Badacze czasu: odkupienie Krzysztofa Kolumba,Fantastyka naukowa,5
14245309,2015-09-07 21:50:09,MlodyWedrowiec,niebieski,Jacek Komuda,Ostatni honorowy,"Powieść, powieść historyczna",7
14243633,2015-09-07 21:03:23,tiris,różowy,F. Scott Fitzgerald,Wielki Gatsby,"Powieść, dramat",8
14242803,2015-09-07 20:35:56,Rajca,niebieski,Frank Herbert,Diuna,s-f,9
14241933,2015-09-07 19:35:54,jakosdajerade,niebieski,Arthur Conan Doyle,Pies Baskervillów,Kryminał,4
14240535,2015-09-07 17:46:31,Brydzo,niebieski,"Magdalena Rigamonti, Adam Ragiel",Bez strachu. Jak umiera człowiek,biografia/autobiografia/pamiętnik,7
14240501,2015-09-07 17:42:51,martusiek,różowy,Albrecht Wacker,Snajper na froncie wschodnim,historyczna/II wojna światowa,9
14240039,2015-09-07 16:57:16,faramka,różowy,Yoani Sánchez,Cuba libre. Notatki z Hawany,Literatura faktu,9
14239869,2015-09-07 16:41:46,bloodguy,niebieski,Arthur C. Clarke,Koniec dzieciństwa,"fantastyka, fantasy, science fiction",5
14236919,2015-09-07 11:40:41,Saper86,niebieski,Andy Weir,Marsjanin,Fantasyka,8
14232827,2015-09-06 23:24:48,elekkapselek,różowy,Anna Quindlen,Do ostatniej łzy,Literatura piękna,6
14228587,2015-09-06 19:18:01,Biszkopcik,niebieski,Eric S. Nylund,Wrzawa Śmiertelnych,fantastyka,6
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Rachel Joyce,The Unlikely Pilgrimage of Harold Fry,lit piękna,7
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Leo Frankowski,The Crosstime Engineer (Conrad Stargard 1-7),Fantasy,9
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Michael Crichton,Jurassic Park,SF,8
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Jeffrey Archer,Best Kept Secret (Clifton Chronicles 3),lit. piękna,6
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Jeffrey Archer,The Sins of the Father (Clifton Chronicles 2),lit. piękna,7
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Jeffrey Archer,Only Time Will Tell (Clifton Chronicles 1),lit. piękna,7
14226623,2015-09-06 16:50:23,WolnoscRownoscBraterstwo,niebieski,Walderam Łysiak,Szachista,historyczna / thriller,8
14226147,2015-09-06 16:11:56,kacperke,niebieski,"Artur Górski, Jarosław Sokołowski",Masa o kobietach polskiej mafii,literatura faktu,6
14223743,2015-09-06 13:25:50,thekes,różowy,Mikołaj Gogol,Martwe dusze,literatura piękna,8
14222387,2015-09-06 11:20:19,cielo,niebieski,Richard A. Knaak,"Diablo, Wojna Grzechu - Smocze Łuski, Księga Druga",Fantasy,7
14218005,2015-09-05 22:18:55,MlodyWedrowiec,niebieski,Fiodor Dostojewski,Białe noce,literatura piękna,9
14217027,2015-09-05 21:00:47,kacperke,niebieski,Sean Howe,Niezwykla historia Marvel Comics,monografia,8
14215651,2015-09-05 19:13:06,robin_caraway,niebieski,Peter V. Brett,Tron z czaszek: Księga I,fantastyka,8
14206653,2015-09-04 22:34:06,haussbrandt,niebieski,Arthur Schopenhauer,Erystyka czyli sztuka prowadzenia sporów,Esej,8
14206653,2015-09-04 22:34:06,haussbrandt,niebieski,Sean Howe,Niezwykła historia Marvel Comics,Nonfiction,6
14192005,2015-09-04 00:08:09,Kenzaki,niebieski,Jacek Dukaj,Perfekcyjna Niedoskonałość,S-F,8
14190701,2015-09-03 22:24:54,Gacrux,niebieski,Andy Weir,Marsjanin,"Fantastyka, fantasy, science fiction",7
14188755,2015-09-03 20:31:43,feelbeats,niebieski,Krzysztof Piskorski,Poczet dziwów miejskich,Fantastyka,8
14188755,2015-09-03 20:31:43,feelbeats,niebieski,Andrzej Pilipiuk,Rzeźnik drzew,Fantastyka,7
14188755,2015-09-03 20:31:43,feelbeats,niebieski,Maja Lidia Kossakowska,"Siewca Wiatru, Żarna Niebios, Zbieracz Burz I, Zbieracz Burz II",Fantastyka,6
14187481,2015-09-03 19:02:10,v....a,niebieski,Joseph Conrad,Jądro ciemności,literatura piękna,5
14187243,2015-09-03 18:43:08,Vivec,,Ryszard Kapuściński,Szachinszach,Reportaż,8
14187145,2015-09-03 18:34:10,Bayron,niebieski,Benedict Jacka,Veiled,Urban Fantasy,7
14177035,2015-09-02 21:11:36,pestis,niebieski,"Veronica Wasserman, Tracey West, Rob Valois",Star Wars: Wojny Klonów. Grievous Atakuje!,fantastyka.,5
14175167,2015-09-02 18:51:21,w.......i,różowy,"Anna Kołomycew, Anwen",Jak dbać o włosy. Poradnik dla początkującej włosomaniaczki,Poradnik,
14174915,2015-09-02 18:31:12,w.......i,różowy,Zbigniew Lew-Starowicz,Pan od seksu,Autobiografia,8
14174737,2015-09-02 18:16:33,w.......i,różowy,Susanna Quinn,Szklane Gejsze,Literatura piękna,7
14172203,2015-09-02 14:01:06,Cwirus,różowy,Sarah Waters,Pod osłoną nocy,obyczajowa,9
14172139,2015-09-02 13:53:42,Cwirus,różowy,Zbigniew Nienacki,"Ja, Dago",Literatura historyczna (historia alternatywna),7
14172001,2015-09-02 13:41:16,faramka,różowy,Dorota Masłowska,"Kochanie, zabiłam nasze koty",Literatura współczesna,5
14171935,2015-09-02 13:35:29,wytrzzeszcz,niebieski,"Józef ""Jastrząb"" Banzo",Tak Było,Biografia/historyczna,5
14162807,2015-09-01 18:33:21,pestis,niebieski,Rob Valois.,Star Wars: Wojny Klonów. Obrońcy Republiki.,fantastyka.,5
14162483,2015-09-01 18:08:41,bardakon,niebieski,Marcin Ciszewski,www.1939.com.pl,sf,7
14160525,2015-09-01 15:12:57,Dziadekmietek,niebieski,Robert M. Wegner,Opowieści z meekhańskiego pogranicza: Północ - Południe,fantasy,7
14160005,2015-09-01 14:29:21,P.........y,niebieski,Brandon Sanderson,Stalowe Serce,sci-fic,8
14159005,2015-09-01 13:05:11,faramka,różowy,Ziemowit Szczerek,Siódemka,Literatura współczesna,9
14153623,2015-09-01 00:03:54,erajwa,niebieski,Peter Watts,Echopraksja,Sci-Fi,7
14153623,2015-09-01 00:03:54,erajwa,niebieski,Peter Watts,Ślepowidzenie,Sci-Fi,7
14149973,2015-08-31 20:17:37,romek9313,niebieski,Eckhart Tolle,Potęga teraźniejszości,poradnik,3
14149061,2015-08-31 19:01:35,pestis,niebieski,Ryder Windham.,Star Wars: Wojny Klonów. Tajne misje. Pojedynek Przy Strzaskanej Skale.,fantastyka.,7
14149045,2015-08-31 19:00:03,Brydzo,niebieski,Sean Patrick,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Biografia,6
14140465,2015-08-30 23:54:15,Jegorow88,niebieski,Robert D. Kaplan,Bałkańskie upiory. Podróż przez historię,Reportaż,8
14140387,2015-08-30 23:46:10,v....a,niebieski,Jarosław Grzędowicz,Popiół i kurz. Opowieść ze świata Pomiędzy,Fantastyka,9
14139299,2015-08-30 22:32:01,ialath,niebieski,Ann Leckie,Zabójcza sprawiedliwość,sci-fi,6
14134625,2015-08-30 17:03:43,t......3,niebieski,Michael Dobbs,House of Cards. Bezwzględna gra o władzę,literatura współczesna / thriller polityczny,6
14134267,2015-08-30 16:29:07,nuj-ip,niebieski,jankostory,"Panki, ćpunki i menele",Biografia/autobiografia/pamiętnik,6
14133651,2015-08-30 15:44:59,yorar,niebieski,George R.R. Martin,A Game of Thrones,fantastyka,
14121913,2015-08-29 16:20:23,pestis,niebieski,Ryder Windham.,Star Wars: Wojny Klonów. Tajne misje. Klątwa piratów.,fantastyka.,8
14114523,2015-08-28 22:14:05,N..................m,niebieski,Éric Emmanuel Schmitt,Oskar i Pani Róża,Literatura dla dzieci i młodzieży,8
14111497,2015-08-28 18:09:15,Vivec,,Ted Kosmatka,The Games,Fantastyka naukowa/thriller,6
14109595,2015-08-28 15:02:52,qmox,niebieski,"Magdalena Rigamonti, Adam Ragiel",Bez strachu. Jak umiera człowiek,wywiad,8
14107113,2015-08-28 12:09:12,nuj-ip,niebieski,Jonas T. Bengtsson,Submarino,Literatura współczesna,8
14100249,2015-08-27 21:38:24,B.....n,niebieski,Mark Owen,Zwykły bohater,"reportaż, dokument, biografie",6
14098403,2015-08-27 19:45:04,diabeu255,niebieski,Wojciech Cejrowski,Rio Anaconda,Literatura podróżnicza,8
14098345,2015-08-27 19:42:01,kacperke,niebieski,sir Terry Pratchett,Muzyka Duszy,fantasy,7
14096547,2015-08-27 17:37:37,elekkapselek,różowy,Cody McFadyen,Cień,thriller/kryminał,7
14096107,2015-08-27 16:52:06,faramka,różowy,Mariusz Szczygieł,Zrób sobie raj,Reportaż,9
14092639,2015-08-27 11:45:50,Brydzo,niebieski,"Jerzy Vetulani, Maria Mazurek",Bez ograniczeń. Jak rządzi nami mózg.,Popularnonaukowa,8
14087035,2015-08-26 22:04:19,Navrazz,niebieski,Bill Bryson,Piknik z niedźwiedziami,Literatura podróżnicza,7
14085347,2015-08-26 20:14:32,v....a,niebieski,Zbigniew Nienacki,"Ja, Dago",Fantastyka / historyczna,7
14085161,2015-08-26 20:01:05,pestis,niebieski,Ryder Windham.,Star Wars: Wojny Klonów. Tajne misje. Oddział Breakout.,fantastyka.,8
14084003,2015-08-26 18:20:19,fir3fly,,Tomaš Sedláček,Ekonomia dobra i zła,,
14081701,2015-08-26 14:27:33,Rajca,niebieski,Matthew Mather,Kroniki Atopii,s-f,6
14080955,2015-08-26 13:20:02,alaklon,różowy,Robin Cook,Mutant,thriller medyczny,8
14079161,2015-08-26 10:08:27,szaloneneutrino,niebieski,John Scalzi,The Last Colony,SF,7
14079161,2015-08-26 10:08:27,szaloneneutrino,niebieski,John Scalzi,Brygady Duchów,SF,7
14079041,2015-08-26 09:53:18,Brydzo,niebieski,George Orwell,1984,"literatura współczesna, dystopia",8
14067501,2015-08-25 11:14:35,szysztopf,niebieski,George R.R. Martin,"Nawałnica Mieczy, część 1: Stal i śnieg",Fantasy,10
14067485,2015-08-25 11:12:31,ckiler,niebieski,Steven Erikson,Ogrody Księżyca,Fantasy,7
14067485,2015-08-25 11:12:31,ckiler,niebieski,Bernard Beckett,Genesis,Sci-Fi?,2
14067485,2015-08-25 11:12:31,ckiler,niebieski,Andy Weir,Marsjanin,Sci-Fi,8
14067485,2015-08-25 11:12:31,ckiler,niebieski,Edgar Allan Poe,Metzergenstein,Opowiadania,7
14062595,2015-08-24 22:14:56,noszfuck,różowy,Jakub Żulczyk,Ślepnąc od świateł,literatura polska,8
14059917,2015-08-24 19:58:44,pestis,niebieski,Karen Miller.,Star Wars: Wojny Klonów. Gambit. Oblężenie.,fantastyka.,6
14059537,2015-08-24 19:31:42,Wirtuoz,niebieski,Larsson Stieg,Trylogia Millenium,Kryminał,9
14057795,2015-08-24 17:15:05,Vivec,,Sergiusz Piasecki,Piąty etap,Literatura współczesna,8
14057795,2015-08-24 17:15:05,Vivec,,Sergiusz Piasecki,Bogom nocy równi,Literatura współczesna,8
14055341,2015-08-24 13:13:03,P.........y,niebieski,Brandon Sanderson,Studnia Wstąpienia,fantasy,9
14041433,2015-08-23 15:16:14,Hansek,niebieski,"Piotr Głuchowski, Marcin Górka",Karbala,"Reportaż, literatura faktu",
14036375,2015-08-23 01:25:33,acquen,różowy,Zielona mila,Stephen King,Powieść,9
14035445,2015-08-22 23:54:57,martusiek,różowy,Zygmunt Miłoszewski,Ziarno prawdy,thriller/sensacja/kryminał,9
14022679,2015-08-22 00:51:11,k...m,niebieski,Marek Aureliusz,Rozmyślania,filozofia,
14022679,2015-08-22 00:51:11,k...m,niebieski,Ursula K. Le Guin,Jesteśmy snem,science fiction,
14022679,2015-08-22 00:51:11,k...m,niebieski,Jacek Dukaj,Perfekcyjna niedoskonałość,science fiction,
14020539,2015-08-21 21:50:09,jakosdajerade,niebieski,Dan Brown,Kod Leonarda da Vinci,przygodowa,5
14020045,2015-08-21 21:13:34,p3sman,niebieski,Jeff Lindsay,Cień Dextera,"thriller, kryminał",6
14013079,2015-08-21 11:21:15,mahakaM,niebieski,Andrzej Ziemiański,Toy Wars,Fantastyka,7
14013079,2015-08-21 11:21:15,mahakaM,niebieski,Dom Joly,Witamy w piekle,Reportaż,4
14011601,2015-08-21 08:04:15,Rajca,niebieski,William Gibson,Neuromancer,s-f,7
14011519,2015-08-21 07:42:49,hikarukimura,niebieski,Peter Frankopan,Pierwsza krucjata. Wezwanie ze Wschodu,historia,7
14011481,2015-08-21 07:34:43,yorar,niebieski,Hiroshi Sakurazaka,All you need is kill,sf,
14010065,2015-08-21 00:56:15,I.....y,niebieski,"Jerzy Vetulani, Maria Mazurek",Bez ograniczeń. Jak rządzi nami mózg,Popularnonaukowa,7
14009497,2015-08-20 23:53:36,szaloneneutrino,niebieski,John Scalzi,Wojna starego człowieka,SF,7
14005849,2015-08-20 20:22:49,haussbrandt,niebieski,Andy Weir,Marsjanin,Science fiction,10
14005189,2015-08-20 19:45:38,bloodguy,niebieski,Andy Weir,Marsjanin,science fiction,7
14003801,2015-08-20 18:10:22,elekkapselek,różowy,James Rollins,Podziemny labirynt,przygodowa,4
13999721,2015-08-20 12:19:06,ialath,niebieski,Brandon Sanderson,Elantris,fantasy,8
13997857,2015-08-20 08:32:47,mroz3,niebieski,"Brian Patrick Herbert, Kevin J. Anderson",Diuna. Krucjata przeciw maszynom,sf,5
13991751,2015-08-19 19:24:37,diabeu255,niebieski,Wiktor Suworow,Akwarium,Autobiografia/sensancja,8
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Czarodziejski statek. Tom 1,fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Czarodziejski statek. Tom 2,fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Szalony statek. Tom 1,fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Szalony statek. Tom 2,fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Szalony statek. Tom 3,Fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Statek przeznaczenia. Część 1,Fantasy,5
13989047,2015-08-19 14:45:48,likk,niebieski,Robin Hobb,Statek przeznaczenia. Część 2,Fantasy,5
13979865,2015-08-18 20:31:47,pestis,niebieski,Karen Miller.,Star Wars: Wojny Klonów. Gambit. Misja na Lanteeb.,fantastyka.,5
13979151,2015-08-18 19:44:41,t........y,niebieski,Stephen King,Twarz W Tłumie,Thriller,8
13978953,2015-08-18 19:28:36,v....a,niebieski,Richard P. Feynman,"""Pan raczy żartować, panie Feynman!"". Przypadki ciekawego człowieka",biografia,7
13976633,2015-08-18 15:56:39,Infantor,niebieski,Peter Caddick-Adams,Monte Cassino. Piekło dziesięciu armii,Historia,9
13973943,2015-08-18 11:29:47,Dziadekmietek,niebieski,Jaroslav Hašek,Przygody dobrego wojaka Szwejka,powieść antywojenna,9
13973067,2015-08-18 09:32:20,mroz3,niebieski,Liao Yiwu,Prowadzący umarłych. Opowieści prawdziwe. Chiny z perspektywy nizin społecznych,reportaż,8
13970071,2015-08-17 23:49:38,Woojt92,niebieski,Hans-Hermann Hoppe,"Demokracja. Bóg, który zawiódł",myśl polityczna,7
13969697,2015-08-17 23:24:59,OfiaraFryzjera,różowy,Camilla Lackberg,Pogromca lwów,kryminał,7
13968689,2015-08-17 22:35:52,tranc,niebieski,Bill Bryson,Krótka historia prawie wszystkiego,popularnonaukowa,10
